year,school_key,field,source_id,source_type,confidence,source_url,note
"2007","mit","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","stanford","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","uc-berkeley","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","georgia-tech","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","illinois","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","purdue","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","michigan","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","cmu","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","usc","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","caltech","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","cornell","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","uc-san-diego","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","ut-austin","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","texas-am","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","ucla","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","maryland","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","wisconsin","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","princeton","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","penn-state","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2007","columbia","rank","ptt_usnews_2007","secondary repost or news source","medium_low","https://www.ptt.cc/man/global_univ/D9B3/DE34/D761/M.1250789234.A.348.html","Forum archive links to the original U.S. News engineering ranking URL and reproduces the ranked list."
"2008","mit","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","stanford","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","uc-berkeley","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","georgia-tech","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","illinois","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","cmu","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","caltech","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","usc","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","michigan","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","cornell","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","ut-austin","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","purdue","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","uc-san-diego","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","texas-am","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","wisconsin","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","ucla","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","maryland","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","princeton","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","columbia","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2008","uc-santa-barbara","rank","gter_usnews_2008","secondary repost or news source","medium_low","https://bbs.gter.net/thread-638674-1-1.html","Forum repost labels the table as America's Best Graduate Schools 2008 and includes rank, score, and school rows."
"2009","mit","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","stanford","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","uc-berkeley","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","georgia-tech","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","illinois","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","caltech","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","cmu","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","usc","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","cornell","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","michigan","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","uc-san-diego","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","ut-austin","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","texas-am","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","ucla","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","purdue","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","wisconsin","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","maryland","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","princeton","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","uc-santa-barbara","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2009","northwestern","rank","nairaland_usnews_2009","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News & World Report's 2009 Best Graduate Schools."
"2010","mit","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","stanford","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","uc-berkeley","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","georgia-tech","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","illinois","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","cmu","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","caltech","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","usc","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","michigan","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","ut-austin","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","cornell","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","purdue","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","uc-san-diego","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","texas-am","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","ucla","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","wisconsin","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","maryland","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","harvard","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","princeton","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2010","uc-santa-barbara","rank","nairaland_usnews_2010","secondary repost or news source","medium_low","https://www.nairaland.com/943/preparing-gre/14","Public repost labels the block as U.S. News Graduate Engineering Rankings 2010."
"2011","mit","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","stanford","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","uc-berkeley","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","georgia-tech","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","illinois","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","cmu","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","caltech","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","michigan","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","ut-austin","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","cornell","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","usc","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","texas-am","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","purdue","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","uc-san-diego","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","ucla","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","wisconsin","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","princeton","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","columbia","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","harvard","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2011","uc-santa-barbara","rank","worldranking_usnews_2011","secondary repost or news source","medium_low","https://worldranking.blogspot.com/2010/06/us-news-best-engineering-schools-2011.html?m=1","Secondary article lists the 2011 U.S. News graduate engineering top 20 and attributes it to U.S. News & World Report."
"2012","mit","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
"2012","stanford","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
"2012","uc-berkeley","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
"2012","georgia-tech","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
"2012","caltech","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
"2012","illinois","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
"2012","cmu","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
"2012","michigan","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
"2012","ut-austin","rank","collegeconfidential_usnews_2012","secondary repost or news source","medium","https://talk.collegeconfidential.com/t/please-help-a-torn-student-between-princeton-and-columbia-engineering/1272917","April 2012 forum post quotes the then-current U.S. News graduate engineering ranking page."
